date,symbol,open,high,low,close,volume,value_vnd
2025-09-03,FVNA,50200.0,50400.0,49450.0,49500.0,5738208,284041296000
2025-09-04,FVNA,49550.0,49750.0,47950.0,48300.0,5202230,251267709000
2025-09-05,FVNA,48400.0,48650.0,46650.0,46700.0,3586969,167511452300
2025-09-08,FVNA,46700.0,47400.0,45850.0,45900.0,6779031,311157522900
2025-09-09,FVNA,45850.0,45900.0,45550.0,45650.0,7606242,347224947300
2025-09-10,FVNA,45550.0,45850.0,45500.0,45700.0,8495685,388252804500
2025-09-11,FVNA,45550.0,45800.0,44850.0,45450.0,6134853,278829068850
2025-09-12,FVNA,45300.0,45850.0,44050.0,44350.0,6594197,292452636950
2025-09-15,FVNA,44100.0,44200.0,43200.0,43300.0,6331965,274174084500
2025-09-16,FVNA,43300.0,44250.0,43250.0,43900.0,6462999,283725656100
2025-09-17,FVNA,43700.0,44000.0,43300.0,43450.0,4712232,204746480400
2025-09-18,FVNA,43600.0,43700.0,43350.0,43450.0,6813106,296029455700
2025-09-19,FVNA,43650.0,45350.0,43300.0,45150.0,12722713,574430491950
2025-09-22,FVNA,45100.0,45300.0,43750.0,44200.0,6308962,278856120400
2025-09-23,FVNA,44250.0,44400.0,42950.0,43100.0,3151134,135813875400
2025-09-24,FVNA,43050.0,43050.0,42400.0,42550.0,6915299,294245972450
2025-09-25,FVNA,42350.0,42550.0,41450.0,41850.0,4396674,184000806900
2025-09-26,FVNA,41900.0,43950.0,41700.0,43600.0,5968492,260226251200
2025-09-29,FVNA,43900.0,44200.0,42500.0,42700.0,8310750,354869025000
2025-09-30,FVNA,42550.0,42700.0,42450.0,42650.0,7185822,306475308300
2025-10-01,FVNA,42450.0,42750.0,42250.0,42700.0,1297271,55393471700
2025-10-02,FVNA,42500.0,42700.0,41650.0,42150.0,9078100,382641915000
2025-10-03,FVNA,42100.0,42300.0,41450.0,41750.0,4693928,195971494000
2025-10-06,FVNA,42050.0,42100.0,41500.0,41650.0,5730834,238689236100
2025-10-07,FVNA,41500.0,42200.0,41200.0,42100.0,4964342,208998798200
2025-10-08,FVNA,42200.0,43600.0,41950.0,43550.0,4900539,213418473450
2025-10-09,FVNA,43500.0,44800.0,43100.0,44400.0,4941660,219409704000
2025-10-10,FVNA,44150.0,46150.0,43600.0,45800.0,5326596,243958096800
2025-10-13,FVNA,45900.0,46800.0,45100.0,45650.0,4410418,201335581700
2025-10-14,FVNA,45550.0,45800.0,45200.0,45700.0,4727549,216048989300
2025-10-15,FVNA,45750.0,45900.0,44600.0,45000.0,4236394,190637730000
2025-10-16,FVNA,45000.0,45100.0,44700.0,44750.0,2492805,111553023750
2025-10-17,FVNA,44650.0,45350.0,44200.0,45050.0,7734928,348458506400
2025-10-20,FVNA,45200.0,45300.0,44450.0,44950.0,3413884,153454085800
2025-10-21,FVNA,44850.0,45900.0,44750.0,45550.0,5159338,235007845900
2025-10-22,FVNA,45500.0,45650.0,44000.0,44750.0,6467627,289426308250
2025-10-23,FVNA,44950.0,45250.0,43650.0,44100.0,7786176,343370361600
2025-10-24,FVNA,44000.0,44200.0,42750.0,42850.0,2313216,99121305600
2025-10-27,FVNA,42850.0,43350.0,42650.0,43000.0,11343750,487781250000
2025-10-28,FVNA,43000.0,43300.0,41400.0,41750.0,7082038,295675086500
2025-10-29,FVNA,41650.0,42550.0,41100.0,42350.0,8790787,372289829450
2025-10-30,FVNA,42300.0,43000.0,42100.0,42750.0,7377383,315383123250
2025-10-31,FVNA,42650.0,42750.0,41400.0,41500.0,7342677,304721095500
2025-11-03,FVNA,41500.0,42100.0,40550.0,40750.0,7175833,292415194750
2025-11-04,FVNA,40850.0,41300.0,40700.0,40750.0,7856158,320138438500
2025-11-05,FVNA,40800.0,41050.0,39900.0,40100.0,7613889,305316948900
2025-11-06,FVNA,40000.0,40050.0,39150.0,39600.0,6095119,241366712400
2025-11-07,FVNA,39500.0,40300.0,39200.0,40300.0,4400620,177344986000
2025-11-10,FVNA,40300.0,41300.0,40200.0,40900.0,5118973,209365995700
2025-11-11,FVNA,40800.0,42250.0,40500.0,41850.0,6297311,263542465350
2025-11-12,FVNA,41850.0,42000.0,39800.0,40250.0,4096691,164891812750
2025-11-13,FVNA,40150.0,40400.0,39650.0,39850.0,2735845,109023423250
2025-11-14,FVNA,39650.0,40050.0,38750.0,39100.0,4496769,175823667900
2025-11-17,FVNA,38950.0,39100.0,38600.0,38650.0,4668446,180435437900
2025-11-18,FVNA,38850.0,38900.0,38200.0,38350.0,521873,20013829550
2025-11-19,FVNA,38100.0,38200.0,37800.0,37900.0,4201976,159254890400
2025-11-20,FVNA,37800.0,38400.0,37400.0,38250.0,4996250,191106562500
2025-11-21,FVNA,38300.0,38600.0,37850.0,38550.0,4702241,181271390550
2025-11-24,FVNA,38250.0,38700.0,38100.0,38250.0,3236170,123783502500
2025-11-25,FVNA,38400.0,39200.0,38050.0,39150.0,6306528,246900571200
2025-11-26,FVNA,39000.0,39300.0,38200.0,38700.0,6591789,255102234300
2025-11-27,FVNA,38950.0,39150.0,38450.0,39050.0,3890467,151922736350
2025-11-28,FVNA,39100.0,39350.0,38600.0,39100.0,4864846,190215478600
2025-12-01,FVNA,39300.0,40250.0,39150.0,39800.0,7612890,302993022000
2025-12-02,FVNA,39950.0,41250.0,39700.0,41050.0,3979472,163357325600
2025-12-03,FVNA,41150.0,41300.0,39950.0,40000.0,4385963,175438520000
2025-12-04,FVNA,40050.0,40300.0,39700.0,39750.0,5973655,237452786250
2025-12-05,FVNA,39650.0,39900.0,39200.0,39700.0,4342607,172401497900
2025-12-08,FVNA,39800.0,41250.0,39600.0,40600.0,4276007,173605884200
2025-12-09,FVNA,40600.0,41300.0,40450.0,41200.0,3769585,155306902000
2025-12-10,FVNA,41050.0,41100.0,40600.0,40650.0,5829570,236972020500
2025-12-11,FVNA,40750.0,41000.0,39750.0,40150.0,6869267,275801070050
2025-12-12,FVNA,40250.0,40450.0,40050.0,40300.0,7982066,321677259800
2025-12-15,FVNA,40550.0,41600.0,40450.0,41550.0,6301490,261826909500
2025-12-16,FVNA,41650.0,41700.0,41500.0,41550.0,8886040,369214962000
2025-12-17,FVNA,41550.0,41950.0,41500.0,41700.0,6061372,252759212400
2025-12-18,FVNA,41550.0,41700.0,41250.0,41650.0,5904541,245924132650
2025-12-19,FVNA,41750.0,42000.0,40700.0,40750.0,5307242,216270111500
2025-12-22,FVNA,40500.0,41350.0,40450.0,41050.0,6164624,253057815200
2025-12-23,FVNA,40950.0,41050.0,40800.0,41000.0,3442950,141160950000
2025-12-24,FVNA,40950.0,41550.0,40800.0,41250.0,6914242,285212482500
2025-12-25,FVNA,41150.0,41750.0,40750.0,41500.0,11042099,458247108500
2025-12-26,FVNA,41450.0,41600.0,40600.0,40700.0,4375702,178091071400
2025-12-29,FVNA,40600.0,40950.0,39300.0,39350.0,4182916,164597744600
2025-12-30,FVNA,39400.0,39550.0,38650.0,38850.0,4756603,184794026550
2025-12-31,FVNA,38700.0,39200.0,38600.0,39000.0,6286859,245187501000
2026-01-01,FVNA,39000.0,39300.0,38850.0,39250.0,8091261,317581994250
2026-01-02,FVNA,39300.0,40250.0,39000.0,39900.0,4222066,168460433400
2026-01-05,FVNA,39950.0,40200.0,39450.0,39750.0,5506920,218900070000
2026-01-06,FVNA,39700.0,40350.0,38100.0,38300.0,4442928,170164142400
2026-01-07,FVNA,38250.0,38400.0,37750.0,37900.0,8392306,318068397400
2026-01-08,FVNA,37750.0,39050.0,37400.0,38750.0,3931871,152360001250
2026-01-09,FVNA,38500.0,40000.0,38200.0,39800.0,5222799,207867400200
2026-01-12,FVNA,40000.0,40200.0,39650.0,39700.0,6707013,266268416100
2026-01-13,FVNA,39600.0,39650.0,39500.0,39550.0,7201806,284831427300
2026-01-14,FVNA,39500.0,39600.0,38800.0,38900.0,5143335,200075731500
2026-01-15,FVNA,38800.0,39100.0,38700.0,38900.0,3391932,131946154800
2026-01-16,FVNA,38950.0,40050.0,38850.0,39750.0,5822011,231424937250
2026-01-19,FVNA,39900.0,40400.0,39700.0,40300.0,4333485,174639445500
2026-01-20,FVNA,40200.0,40300.0,39550.0,39600.0,4554137,180343825200
2026-01-21,FVNA,39650.0,39800.0,38800.0,39100.0,5208025,203633777500
2026-01-22,FVNA,38950.0,39200.0,38700.0,38900.0,5578720,217012208000
2026-01-23,FVNA,38950.0,39050.0,38750.0,39000.0,8687816,338824824000
2026-01-26,FVNA,39050.0,39300.0,38950.0,39050.0,3328013,129958907650
2026-01-27,FVNA,38850.0,40150.0,38650.0,39700.0,5861305,232693808500
2026-01-28,FVNA,39900.0,40150.0,39450.0,39750.0,4348588,172856373000
2026-01-29,FVNA,39650.0,39700.0,39500.0,39550.0,3933324,155562964200
2026-01-30,FVNA,39400.0,41050.0,39250.0,40700.0,5100595,207594216500
2026-02-02,FVNA,40600.0,41300.0,40450.0,41000.0,4184079,171547239000
2026-02-03,FVNA,40950.0,41600.0,40750.0,41400.0,7503147,310630285800
2026-02-04,FVNA,41500.0,42300.0,41350.0,42100.0,4995873,210326253300
2026-02-05,FVNA,42150.0,42350.0,40600.0,40700.0,6515406,265177024200
2026-02-06,FVNA,40600.0,40700.0,39550.0,39700.0,5821513,231114066100
2026-02-09,FVNA,39700.0,40150.0,38350.0,38900.0,6879577,267615545300
2026-02-10,FVNA,38850.0,39200.0,37650.0,38000.0,4732201,179823638000
2026-02-11,FVNA,38100.0,38250.0,37650.0,37750.0,6958540,262684885000
2026-02-12,FVNA,37800.0,38650.0,37550.0,38500.0,8904404,342819554000
2026-02-13,FVNA,38700.0,39200.0,38500.0,38950.0,3401391,132484179450
2025-03-03,FVNB,22500.0,22750.0,21950.0,22050.0,5474985,120723419250
2025-03-04,FVNB,22100.0,22300.0,21700.0,21800.0,5704457,124357162600
2025-03-05,FVNB,21800.0,22150.0,21600.0,21900.0,2911020,63751338000
2025-03-06,FVNB,21850.0,22450.0,21850.0,22400.0,5777369,129413065600
2025-03-07,FVNB,22450.0,22550.0,21800.0,21950.0,3890732,85401567400
2025-03-10,FVNB,21900.0,22550.0,21850.0,22350.0,2141878,47870973300
2025-03-11,FVNB,22350.0,22600.0,22250.0,22500.0,3846916,86555610000
2025-03-12,FVNB,22600.0,22800.0,21800.0,21900.0,5883001,128837721900
2025-03-13,FVNB,21950.0,22350.0,21900.0,22150.0,2661652,58955591800
2025-03-14,FVNB,22200.0,22550.0,22000.0,22500.0,6021551,135484897500
2025-03-17,FVNB,22400.0,22850.0,22200.0,22750.0,3490533,79409625750
2025-03-18,FVNB,22700.0,22850.0,22200.0,22300.0,5264668,117402096400
2025-03-19,FVNB,22350.0,22600.0,22250.0,22400.0,4317445,96710768000
2025-03-20,FVNB,22500.0,22750.0,22300.0,22600.0,5697878,128772042800
2025-03-21,FVNB,22500.0,23200.0,22450.0,23050.0,4279695,98646969750
2025-03-24,FVNB,23000.0,23100.0,22700.0,22850.0,1998255,45660126750
2025-03-25,FVNB,22800.0,23100.0,22750.0,22950.0,3716784,85300192800
2025-03-26,FVNB,22900.0,22950.0,22650.0,22700.0,2595288,58913037600
2025-03-27,FVNB,22700.0,22750.0,22200.0,22350.0,4917516,109906482600
2025-03-28,FVNB,22550.0,22700.0,21900.0,22000.0,4485184,98674048000
2025-03-31,FVNB,22050.0,22300.0,21550.0,21650.0,4453973,96428515450
2025-04-01,FVNB,21650.0,21850.0,21300.0,21450.0,2870789,61578424050
2025-04-02,FVNB,21500.0,22150.0,21400.0,22050.0,4296590,94739809500
2025-04-03,FVNB,22100.0,22150.0,21400.0,21750.0,5561518,120963016500
2025-04-04,FVNB,21800.0,21850.0,21750.0,21850.0,5839529,127593708650
2025-04-07,FVNB,21850.0,22450.0,21800.0,22000.0,4448703,97871466000
2025-04-08,FVNB,21950.0,22850.0,21750.0,22700.0,4984483,113147764100
2025-04-09,FVNB,22750.0,23150.0,22600.0,22950.0,5959980,136781541000
2025-04-10,FVNB,22950.0,23050.0,22850.0,22900.0,5143695,117790615500
2025-04-11,FVNB,22900.0,23100.0,22350.0,22450.0,4979418,111787934100
2025-04-14,FVNB,22450.0,22700.0,22300.0,22400.0,3513111,78693686400
2025-04-15,FVNB,22450.0,22600.0,22250.0,22450.0,4382390,98384655500
2025-04-16,FVNB,22500.0,22700.0,22350.0,22450.0,4290418,96319884100
2025-04-17,FVNB,22450.0,22950.0,22350.0,22850.0,4112729,93975857650
2025-04-18,FVNB,22850.0,23050.0,22350.0,22350.0,2920423,65271454050
2025-04-21,FVNB,22250.0,22950.0,22200.0,22650.0,4465960,101153994000
2025-04-22,FVNB,22600.0,22800.0,22350.0,22750.0,4522756,102892699000
2025-04-23,FVNB,22750.0,22800.0,21850.0,22100.0,3431920,75845432000
2025-04-24,FVNB,22200.0,22650.0,22150.0,22400.0,2383154,53382649600
2025-04-25,FVNB,22500.0,22600.0,21750.0,21850.0,4521970,98805044500
2025-04-28,FVNB,21850.0,22450.0,21750.0,22100.0,100,2210000
2025-04-29,FVNB,22050.0,22100.0,21950.0,22000.0,3242819,71342018000
2025-04-30,FVNB,22100.0,22200.0,21450.0,21600.0,5199084,112300214400
2025-05-01,FVNB,21700.0,22050.0,21550.0,21850.0,3306551,72248139350
2025-05-02,FVNB,21850.0,22650.0,21800.0,22300.0,1577281,35173366300
2025-05-05,FVNB,22300.0,22350.0,22000.0,22200.0,2559878,56829291600
2025-05-06,FVNB,22200.0,22400.0,21750.0,21850.0,3505873,76603325050
2025-05-07,FVNB,21750.0,22450.0,21700.0,22350.0,4547397,101634322950
2025-05-08,FVNB,22300.0,22750.0,22300.0,22600.0,7745344,175044774400
2025-05-09,FVNB,22700.0,22800.0,22300.0,22500.0,6200114,139502565000
2025-05-12,FVNB,22350.0,22500.0,21900.0,22100.0,4276477,94510141700
2025-05-13,FVNB,22200.0,22300.0,21900.0,22000.0,5275353,116057766000
2025-05-14,FVNB,21950.0,22150.0,21200.0,21500.0,2469379,53091648500
2025-05-15,FVNB,21450.0,22100.0,21250.0,22000.0,5472442,120393724000
2025-05-16,FVNB,22050.0,22050.0,21850.0,22000.0,2768304,60902688000
2025-05-19,FVNB,22000.0,22450.0,21550.0,22350.0,5831859,130342048650
2025-05-20,FVNB,22500.0,22600.0,22150.0,22150.0,5170755,114532223250
2025-05-21,FVNB,22200.0,22300.0,21600.0,21800.0,5366013,116979083400
2025-05-22,FVNB,21750.0,22050.0,21700.0,22000.0,1210986,26641692000
2025-05-23,FVNB,22050.0,22250.0,21600.0,21800.0,3276376,71424996800
2025-05-26,FVNB,21700.0,22000.0,21650.0,21950.0,5870469,128856794550
2025-05-27,FVNB,22050.0,22550.0,21850.0,22500.0,6145934,138283515000
2025-05-28,FVNB,22450.0,22600.0,21900.0,22000.0,6541806,143919732000
2025-05-29,FVNB,21900.0,22050.0,21850.0,22000.0,3684604,81061288000
2025-05-30,FVNB,22000.0,22800.0,21900.0,22550.0,2512902,56665940100
2025-06-02,FVNB,22550.0,23450.0,22400.0,23250.0,7682792,178624914000
2025-06-03,FVNB,23300.0,23400.0,22350.0,22400.0,4704692,105385100800
2025-06-04,FVNB,22350.0,22800.0,22150.0,22600.0,7079088,159987388800
2025-06-05,FVNB,22500.0,23250.0,22300.0,23250.0,3478238,80869033500
2025-06-06,FVNB,23200.0,23400.0,23100.0,23200.0,4185556,97104899200
2025-06-09,FVNB,23200.0,23600.0,22950.0,23450.0,1968163,46153422350
2025-06-10,FVNB,23350.0,23450.0,22900.0,22950.0,4279520,98214984000
2025-06-11,FVNB,22900.0,23050.0,22400.0,22600.0,2383259,53861653400
2025-06-12,FVNB,22500.0,22900.0,22400.0,22900.0,7769078,177911886200
2025-06-13,FVNB,22900.0,23000.0,22050.0,22150.0,4663363,103293490450
2025-06-16,FVNB,22100.0,22300.0,22000.0,22200.0,6124920,135973224000
2025-06-17,FVNB,22300.0,22350.0,21700.0,21950.0,4968950,109068452500
2025-06-18,FVNB,21900.0,22050.0,21800.0,21900.0,5694821,124716579900
2025-06-19,FVNB,21950.0,22050.0,21800.0,21850.0,2682896,58621277600
2025-06-20,FVNB,21850.0,22500.0,21750.0,22200.0,5304155,117752241000
2025-06-23,FVNB,22150.0,22200.0,21700.0,21900.0,2479692,54305254800
2025-06-24,FVNB,21900.0,21950.0,21700.0,21850.0,3611504,78911362400
2025-06-25,FVNB,21850.0,22150.0,21800.0,22100.0,1160439,25645701900
2025-06-26,FVNB,22050.0,22300.0,21800.0,22150.0,3548950,78609242500
2025-06-27,FVNB,22200.0,22250.0,21150.0,21400.0,3209918,68692245200
2025-06-30,FVNB,21350.0,21750.0,21300.0,21700.0,4011434,87048117800
2025-07-01,FVNB,21700.0,21800.0,20650.0,21050.0,3886877,81818760850
2025-07-02,FVNB,21100.0,21150.0,20850.0,20900.0,2915049,60924524100
2025-07-03,FVNB,20850.0,21550.0,20700.0,21500.0,3752377,80676105500
2025-07-04,FVNB,21550.0,21650.0,21350.0,21500.0,4466780,96035770000
