symbol,date,open,high,low,close,volume,value_vnd
BTCUSDT,2024-01-20,39229.50595766116,39291.70029521736,38650.968824978896,38894.28775296345,907.1960380839284,35284743.7535847
BTCUSDT,2024-01-21,38894.28775296345,39509.41003206043,38753.08054518222,39249.606703523175,885.4786318005013,34754688.042543486
BTCUSDT,2024-01-22,39249.606703523175,39440.741486985906,38131.049811521596,38310.881988126166,1003.7482356183062,38454480.20056279
BTCUSDT,2024-01-23,38310.881988126166,38851.953417251185,38055.967084261036,38679.238558436766,970.4543546471729,37536435.493471794
BTCUSDT,2024-01-24,38679.238558436766,38710.07295540777,37704.65861646351,38351.781430577976,565.8662582730738,21701979.05622791
BTCUSDT,2024-01-25,38351.781430577976,38734.243354223065,37187.95910461697,37337.22370195145,728.3562833919818,27194801.487728372
BTCUSDT,2024-01-26,37337.22370195145,37822.31947789489,36922.81988525854,37054.83290443405,1221.254670540126,45253387.75062402
BTCUSDT,2024-01-27,37054.83290443405,37130.95744822485,36017.47608839655,36362.93196184622,898.2900772298312,32664460.960309938
BTCUSDT,2024-01-28,36362.93196184622,37612.713688615426,36204.962787917466,36974.05331443319,1071.3206806996834,39611067.96504495
BTCUSDT,2024-01-29,36974.05331443319,37508.71951647232,36508.33837913292,36534.69067165917,841.1521872808593,30731234.970095716
BTCUSDT,2024-01-30,36534.69067165917,36712.72650554134,35949.48570847114,36704.70573982912,928.1933117580927,34069062.377758265
BTCUSDT,2024-01-31,36704.70573982912,36770.50833410305,35874.26604925122,35953.36225398635,1407.756272572131,50613571.23310737
BTCUSDT,2024-02-01,35953.36225398635,36684.3135563859,35427.25566463312,36553.863396921246,643.3710837031447,23517698.707213935
BTCUSDT,2024-02-02,36553.863396921246,36892.56270081136,35945.48822211091,36086.15559419914,586.9941557331074,21182362.436670475
BTCUSDT,2024-02-03,36086.15559419914,36625.76901606285,35555.398146275635,36544.558712050086,695.3262756377376,25410391.904074423
BTCUSDT,2024-02-04,36544.558712050086,37081.913392806986,35814.86221901414,36773.70321615377,1874.1587398021989,68919757.27744682
BTCUSDT,2024-02-05,36773.70321615377,37445.396405221254,35989.67084444659,37078.490606339095,1080.3134387031507,40056391.68885666
BTCUSDT,2024-02-06,37078.490606339095,37232.49880903757,36252.37181819516,36475.63803101968,957.7627340750844,34935006.80772253
BTCUSDT,2024-02-07,36475.63803101968,37311.789961129536,36417.77496207035,37253.28421194833,689.3038741522565,25678833.132191077
BTCUSDT,2024-02-08,37253.28421194833,37434.449879460604,35986.17072248533,36005.53541786885,1530.3789740739649,55102114.35378194
BTCUSDT,2024-02-09,36005.53541786885,36454.11004687042,35825.76136429697,36099.347495807604,644.5168700748926,23266638.459743828
BTCUSDT,2024-02-10,36099.347495807604,36361.149372974534,34649.01331671438,35402.5457883305,753.5839962326842,26678791.93198068
BTCUSDT,2024-02-11,35402.5457883305,36321.25866044389,35072.74522589597,35996.23883689644,1115.485289831759,40153274.911828645
BTCUSDT,2024-02-12,35996.23883689644,36010.9118131601,35648.51077841222,35883.471333396235,1133.8216604446243,40685457.0497484
BTCUSDT,2024-02-13,35883.471333396235,36323.261226298106,35102.548057373715,35556.94359991669,1051.776375316636,37397953.25685843
BTCUSDT,2024-02-14,35556.94359991669,36738.58153348988,35514.759437213914,36679.896774782836,1085.747841880763,39825118.76362962
BTCUSDT,2024-02-15,36679.896774782836,37720.54809156208,36529.16909069355,37637.9769562527,1331.8866130179667,50129517.64911169
BTCUSDT,2024-02-16,37637.9769562527,38543.71160176548,37569.0112209952,37960.72745526596,632.6592904838499,24016206.898099363
BTCUSDT,2024-02-17,37960.72745526596,38587.43170810312,36285.58920956481,36922.00108570637,946.1442360152198,34933538.50938877
BTCUSDT,2024-02-18,36922.00108570637,37461.595563155024,36233.429319135976,36639.04023196613,731.5818943132521,26804458.458721235
BTCUSDT,2024-02-19,36639.04023196613,37256.897525655004,36637.163629157934,37110.45775822441,950.9671304426462,35290825.523751706
BTCUSDT,2024-02-20,37110.45775822441,37886.85809925277,37076.84128461331,37361.0086788935,1193.1816379830573,44578469.53218137
BTCUSDT,2024-02-21,37361.0086788935,37379.21036526683,35526.957088314455,35829.07872569659,634.3560818729115,22728393.997548983
BTCUSDT,2024-02-22,35829.07872569659,35948.792076306294,34877.41495681941,35199.81091993965,602.0821846781307,21193179.058934387
BTCUSDT,2024-02-23,35199.81091993965,35391.90650845493,35084.47061028873,35221.37537489003,1300.827347591381,45816928.30743858
BTCUSDT,2024-02-24,35221.37537489003,36076.55828421853,35166.95634962589,35600.43869092479,791.2172164987891,28167680.007169306
BTCUSDT,2024-02-25,35600.43869092479,35686.768612428765,35378.46979827868,35441.049249209245,674.68357832999,23911493.9272259
BTCUSDT,2024-02-26,35441.049249209245,35586.223208300275,34548.830035730796,35505.190305353724,1563.053383384501,55496507.83449373
BTCUSDT,2024-02-27,35505.190305353724,35607.22631477768,34388.56795533827,34899.29895458635,822.7878958109541,28714720.752121534
BTCUSDT,2024-02-28,34899.29895458635,35543.077631357955,34644.85380642264,35119.5868220236,803.756067979661,28227581.013140008
BTCUSDT,2024-02-29,35119.5868220236,35176.714421219214,33254.256938626546,33611.348751785896,841.1681717901779,28272796.780941818
BTCUSDT,2024-03-01,33611.348751785896,33643.03166763806,32441.46398428218,33021.89928335083,559.8864263827029,18488513.182124835
BTCUSDT,2024-03-02,33021.89928335083,34871.37054075411,32659.71985427922,34428.134957006114,1551.0740584963942,53400587.01422505
BTCUSDT,2024-03-03,34428.134957006114,36855.23948035601,34301.353709185365,36428.45584824164,1102.466665282153,40161158.2403891
BTCUSDT,2024-03-04,36428.45584824164,38059.85758488312,36339.1049164271,37687.93156452541,1233.2012728185232,46476805.17527013
BTCUSDT,2024-03-05,37687.93156452541,38158.638384548285,37637.49645724099,38015.640245746916,587.5312574890054,22335376.91783333
BTCUSDT,2024-03-06,38015.640245746916,38116.909155608395,37746.71325684626,37834.55369840845,833.4018343542953,31531386.454229686
BTCUSDT,2024-03-07,37834.55369840845,38578.13266044749,37775.74770596864,38191.362689450485,1105.526922519761,42221579.66090422
BTCUSDT,2024-03-08,38191.362689450485,38231.99645775157,37915.78984384527,38231.96419261509,1094.9482785019925,41862023.376453705
BTCUSDT,2024-03-09,38231.96419261509,39032.2235509766,37557.22096015483,38157.57503767577,1115.7539657669502,42574465.67233673
BTCUSDT,2024-03-10,38157.57503767577,38582.04427982556,37127.67187877572,37575.24678293642,1078.8247675441417,40537106.876015134
BTCUSDT,2024-03-11,37575.24678293642,38597.904402370405,37226.75948473101,37936.07692040919,1136.326101464309,43107754.391818725
BTCUSDT,2024-03-12,37936.07692040919,38114.95493406221,36995.747119430285,37093.56924323459,1015.7400395068731,37677423.488574035
BTCUSDT,2024-03-13,37093.56924323459,37131.95673560826,36783.8945673834,36876.81580100495,1045.7687536307405,38564621.69808735
BTCUSDT,2024-03-14,36876.81580100495,38936.45187445006,36789.472965237524,37962.09456981947,1052.9537264117341,39972328.93968607
BTCUSDT,2024-03-15,37962.09456981947,38328.84797896537,37295.20618542633,38186.825606391474,1098.398645114233,41944357.50727389
BTCUSDT,2024-03-16,38186.825606391474,40112.03433367946,37856.95710926139,39506.06603418048,901.4424330631318,35612444.286604404
BTCUSDT,2024-03-17,39506.06603418048,39922.02481509209,39325.643941058304,39457.61236106414,1390.0133784096874,54846609.0619826
BTCUSDT,2024-03-18,39457.61236106414,40608.910085528194,38993.03374201823,39917.416054634,1131.726003678873,45175577.74869782
BTCUSDT,2024-03-19,39917.416054634,41491.029939084576,39586.90456921874,41309.683255695614,911.0287139395875,37634307.60968809
BTCUSDT,2024-03-20,41309.683255695614,41653.15000129892,40900.88926676523,41364.66298719833,646.5089130655404,26742623.30717598
BTCUSDT,2024-03-21,41364.66298719833,42091.992276531055,40880.18057423822,42011.89615223884,1225.260696619378,51475525.14579313
BTCUSDT,2024-03-22,42011.89615223884,43859.86361813268,41351.45223256241,43541.67209833944,979.9140481305398,42667096.16825637
BTCUSDT,2024-03-23,43541.67209833944,43767.339807854354,41878.45885757012,42521.04904080227,1191.2601432693089,50653630.972307414
BTCUSDT,2024-03-24,42521.04904080227,42952.09229932152,41912.91950229535,41926.66394020815,635.0319551856617,26624771.37636256
BTCUSDT,2024-03-25,41926.66394020815,42057.479102807054,40886.008477514726,41363.89048286526,1182.628441667332,48918113.34304913
BTCUSDT,2024-03-26,41363.89048286526,41489.78840332762,39439.92704868582,39468.35751690146,1124.167085611808,44369028.443660006
BTCUSDT,2024-03-27,39468.35751690146,41584.78904686307,39235.05870375238,40744.1403476552,1177.2718968380063,47966931.392117985
BTCUSDT,2024-03-28,40744.1403476552,41345.503099254,39309.98996061092,39455.32626396686,1253.9751957530211,49476000.47535716
BTCUSDT,2024-03-29,39455.32626396686,39776.39938286073,38588.035798906065,39004.79089509314,1069.8634060411505,41729798.4389472
BTCUSDT,2024-03-30,39004.79089509314,39293.58720293292,38668.04487987886,39187.64605119985,955.7413959278941,37453255.540101975
BTCUSDT,2024-03-31,39187.64605119985,39337.88908174472,38677.49367356316,39068.106070868336,682.4391754064773,26661606.091696177
BTCUSDT,2024-04-01,39068.106070868336,39646.88269562051,38680.649228840644,38970.428749741506,753.3249948129039,29357398.03575566
BTCUSDT,2024-04-02,38970.428749741506,39458.49987911095,38965.97596690033,39128.10793042929,1398.6881771310968,54728021.95580095
BTCUSDT,2024-04-03,39128.10793042929,40133.63510091866,38911.29262773087,39798.60247890939,1698.2959301038254,67589804.61375184
BTCUSDT,2024-04-04,39798.60247890939,40595.97635150528,38999.44848785541,39635.29950892776,862.6901707129523,34192983.29961588
BTCUSDT,2024-04-05,39635.29950892776,40240.981214219675,39000.23914091868,39720.81698338161,624.5058357681582,24805882.007600784
BTCUSDT,2024-04-06,39720.81698338161,40036.25440574122,38279.70090942346,38448.735625785106,1157.2563528438313,44495043.56175276
BTCUSDT,2024-04-07,38448.735625785106,39207.37549397243,37560.53006275204,38661.18348340979,1016.3060756171146,39291595.66473741
BTCUSDT,2024-04-08,38661.18348340979,38838.787459509826,38027.57215339028,38296.395087418445,1041.4724296176046,39884639.63728938
BTCUSDT,2024-04-09,38296.395087418445,38967.71640495009,38093.39941354235,38878.60222654989,788.5980211390353,30659588.780508935
BTCUSDT,2024-04-10,38878.60222654989,38955.10602244608,38421.07736691287,38738.94141227586,881.8776483326284,34163006.55155331
BTCUSDT,2024-04-11,38738.94141227586,39246.78733058823,38693.4068209399,39142.73076799192,1248.855712607222,48883622.92665318
BTCUSDT,2024-04-12,39142.73076799192,39650.20544085174,37025.41260881132,37582.45425782138,299.9151640455086,11271547.933967324
BTCUSDT,2024-04-13,37582.45425782138,37864.10991037917,36967.023374910365,37072.63741188461,1059.3370245825556,39272417.40933377
BTCUSDT,2024-04-14,37072.63741188461,38383.17142113523,37047.00615602952,37880.240718249406,1406.0757668708193,53262488.51716377
BTCUSDT,2024-04-15,37880.240718249406,38267.82924828102,37655.080434006406,37950.03631821045,555.8390462304951,21094111.991526745
BTCUSDT,2024-04-16,37950.03631821045,38085.90378135995,36976.39819174596,37275.942078117965,1516.230949349795,56518937.04501277
BTCUSDT,2024-04-17,37275.942078117965,37422.37221765347,35868.34936543354,36245.49971594517,1142.4091265389607,41407189.67146107
BTCUSDT,2024-04-18,36245.49971594517,36909.12068185196,35814.88993301238,36150.47369273984,818.4997861573806,29589154.986995574
BTCUSDT,2024-04-19,36150.47369273984,36537.194256760566,35530.45788962287,35764.45876230243,1128.3671322084751,40355439.76860746
BTCUSDT,2024-04-20,35764.45876230243,35882.002948576104,35500.144855003266,35629.094333754045,1396.19849665845,49745287.9460895
BTCUSDT,2024-04-21,35629.094333754045,36155.285398493426,35007.19628174196,35384.83113164502,900.5535483708236,31865935.234105308
BTCUSDT,2024-04-22,35384.83113164502,36312.30583739721,35338.42833803236,36173.62444028458,1104.6327682138885,39958570.901801124
BTCUSDT,2024-04-23,36173.62444028458,38365.764150558876,36148.52676902924,37585.12835285031,1048.0571779951226,39391363.55607277
BTCUSDT,2024-04-24,37585.12835285031,38718.82512995414,37459.943425796424,38394.14084198763,992.2411456138431,38096246.29391305
BTCUSDT,2024-04-25,38394.14084198763,38957.15914823875,37783.84005982813,38635.18556363079,378.10496920261244,14608155.647673836
BTCUSDT,2024-04-26,38635.18556363079,38812.39561110161,37661.03503529371,37771.77871260666,1581.169348728855,59723578.747342706
BTCUSDT,2024-04-27,37771.77871260666,38978.722712688286,37640.44304538186,38607.285449121635,877.8765290949025,33892429.74785104
BTCUSDT,2024-04-28,38607.285449121635,38678.83465160187,38150.02948722637,38387.7151317892,898.2224548347954,34480707.721174516
BTCUSDT,2024-04-29,38387.7151317892,39652.18280076615,38385.281710587544,39204.49172341168,1779.3021179787497,69756635.15774676
BTCUSDT,2024-04-30,39204.49172341168,39943.797645327235,39168.61170273451,39379.40628187995,1174.233128598939,46240603.4407406
BTCUSDT,2024-05-01,39379.40628187995,39446.51177560173,39028.077570660105,39334.6845122405,1129.090407687266,44412414.97217561
BTCUSDT,2024-05-02,39334.6845122405,39596.49036510444,38245.161685318926,38664.78557849926,1109.959422171169,42916343.059083186
BTCUSDT,2024-05-03,38664.78557849926,38840.310396339155,38324.76614832198,38443.4306603983,1280.6641376395448,49233122.97460462
BTCUSDT,2024-05-04,38443.4306603983,38572.44964625218,36298.01641113087,37035.320004207184,551.4817509318384,20424303.122241117
BTCUSDT,2024-05-05,37035.320004207184,38386.119460361784,36768.85819744314,38045.54148666337,549.2489631877309,20896474.215465657
BTCUSDT,2024-05-06,38045.54148666337,38252.31729561204,34923.537711631085,35789.79938889308,1130.4652814390943,40459125.63881374
BTCUSDT,2024-05-07,35789.79938889308,35956.25066287068,34836.848184886236,35389.259791667166,910.8029911907093,32232643.674275555
BTCUSDT,2024-05-08,35389.259791667166,35490.19948007665,35109.399358813855,35459.66847438662,1103.3935678708158,39125970.11346974
BTCUSDT,2024-05-09,35459.66847438662,36180.9980787277,35141.30610705228,35933.64085508495,1488.6810842871973,53493731.4305346
BTCUSDT,2024-05-10,35933.64085508495,36252.62222389561,34765.73817750458,35236.42076678721,942.5968039914819,33213737.598872706
BTCUSDT,2024-05-11,35236.42076678721,36386.04539987149,34723.71478518394,36225.7335918327,1039.4457450416357,37654684.643042356
BTCUSDT,2024-05-12,36225.7335918327,36982.58218489887,36094.679582459874,36412.824163021105,717.6633712225125,26132150.14456629
BTCUSDT,2024-05-13,36412.824163021105,36577.53172909844,35521.13213451081,36086.154370365875,1191.2412707953365,42987316.39027133
BTCUSDT,2024-05-14,36086.154370365875,36500.35581900079,34842.62413228097,35697.31067160829,764.0302674687493,27273825.820343923
BTCUSDT,2024-05-15,35697.31067160829,35992.2523710766,34407.83507003035,34493.26312096076,946.2320123650735,32638629.775984675
BTCUSDT,2024-05-16,34493.26312096076,34548.171177494645,34248.6670121614,34318.46673786729,697.4391874170676,23935043.555057824
BTCUSDT,2024-05-17,34318.46673786729,35034.25844597175,34186.32762130461,34803.626655664644,1166.960032825379,40614441.30453665
BTCUSDT,2024-05-18,34803.626655664644,35722.43333356761,34773.314725532684,35009.95508434791,907.875034499627,31784664.18003275
BTCUSDT,2024-05-19,35009.95508434791,35371.3497816697,34053.2128093771,34482.335749485326,733.3608060307245,25287993.539064623
BTCUSDT,2024-05-20,34482.335749485326,34597.608518088084,34415.98120906276,34433.59125646476,770.3394167710861,26525552.605839033
BTCUSDT,2024-05-21,34433.59125646476,35312.71319429462,34378.61861083919,35053.52300312161,804.1251566005864,28187419.674287423
BTCUSDT,2024-05-22,35053.52300312161,35504.62371590126,34545.90338112808,35438.00961788884,979.6059232046786,34715284.12826828
BTCUSDT,2024-05-23,35438.00961788884,35944.23501355539,35370.73289807618,35623.730170459305,563.5532544226633,20075869.072237156
BTCUSDT,2024-05-24,35623.730170459305,37032.175634642495,35533.77407665358,36575.72883214634,1109.036301351722,40563811.023247115
BTCUSDT,2024-05-25,36575.72883214634,36998.67141672186,34710.56301254651,34812.83578559176,678.3600935719422,23615638.541018683
BTCUSDT,2024-05-26,34812.83578559176,36015.48931553255,34403.22283548773,35310.23913430427,748.7609787744422,26438929.214961275
BTCUSDT,2024-05-27,35310.23913430427,36048.08174241706,34878.615841430124,35476.513898080375,1074.7108366920827,38126993.93432426
BTCUSDT,2024-05-28,35476.513898080375,37376.11227481919,35022.03520286969,36768.78057794896,872.9180180617485,32096131.068650514
BTCUSDT,2024-05-29,36768.78057794896,37067.56416241668,36298.02236447518,36385.95255547489,467.51138210736156,17010846.96850295
BTCUSDT,2024-05-30,36385.95255547489,36973.33574837771,35922.23279577408,36761.02652480583,811.723739068924,29839797.90272728
BTCUSDT,2024-05-31,36761.02652480583,36959.95205978779,36016.0851895411,36292.97389864147,1134.429809180861,41171831.45444181
BTCUSDT,2024-06-01,36292.97389864147,36488.24259749033,34706.74078777645,35069.46710977213,1070.582833476479,37544769.46689003
BTCUSDT,2024-06-02,35069.46710977213,35225.98990850837,33796.05964662657,34070.874950666584,615.2096049218435,20960729.517741125
BTCUSDT,2024-06-03,34070.874950666584,34640.79026760674,33861.68768243791,34557.284482813775,1435.3536547063193,49601924.57913273
BTCUSDT,2024-06-04,34557.284482813775,34568.380023048725,34160.61926529163,34252.72946100925,814.1002197614159,27885154.581635956
BTCUSDT,2024-06-05,34252.72946100925,34759.92726944382,34111.7321001427,34575.48354095106,1408.7927919410024,48709691.99036662
BTCUSDT,2024-06-06,34575.48354095106,35409.71400715089,33310.51087176871,33855.908222319325,1764.798385782101,59748852.1799361
BTCUSDT,2024-06-07,33855.908222319325,34511.64233176666,33477.22788633148,33581.49304119174,914.1331150477993,30697954.8417006
BTCUSDT,2024-06-08,33581.49304119174,33955.38536901119,33260.04851318136,33453.93451827883,1157.3522125858258,38717985.13443134
BTCUSDT,2024-06-09,33453.93451827883,33687.843335053985,31787.879956607638,32454.059563295174,1051.588099731118,34128302.82472609
BTCUSDT,2024-06-10,32454.059563295174,32500.145371080784,32036.77946105246,32235.10814525578,480.7985183478345,15498592.23502119
BTCUSDT,2024-06-11,32235.10814525578,32467.37148897497,31639.45975399431,32341.09118702674,947.7481798585127,30651210.30714278
BTCUSDT,2024-06-12,32341.09118702674,33788.78652177816,32151.16516438688,33419.917293445316,1095.8200791373686,36622216.41326756
BTCUSDT,2024-06-13,33419.917293445316,33479.20292823877,32440.867913104787,32839.04755049057,902.8624887140198,29649144.198433954
BTCUSDT,2024-06-14,32839.04755049057,32844.81501542871,31441.47972964312,31727.79871269577,897.2977184008353,28469281.394782875
BTCUSDT,2024-06-15,31727.79871269577,32268.964614531804,31164.25033897483,31676.026706016026,1144.6200506576577,36257015.29287338
BTCUSDT,2024-06-16,31676.026706016026,32488.435808672144,31098.865306576467,31344.87367842393,1081.710926582272,33906092.35029221
BTCUSDT,2024-06-17,31344.87367842393,31757.632444639457,30639.104885848297,30897.347354791313,1104.8051867681288,34135549.614949964
BTCUSDT,2024-06-18,30897.347354791313,32505.682820781174,30777.55736853015,32369.669161519483,949.9216209674305,30748648.600090034
BTCUSDT,2024-06-19,32369.669161519483,33104.087761247385,31964.489917434927,32898.44445352754,843.6031244088146,27753230.529185668
BTCUSDT,2024-06-20,32898.44445352754,33056.06194408511,32354.063942202458,32611.959882261584,1449.5123320890195,47271438.02293053
BTCUSDT,2024-06-21,32611.959882261584,32750.48691995985,32211.199339616785,32312.686127162742,926.2715499961296,29930321.863545466
BTCUSDT,2024-06-22,32312.686127162742,33669.41854276163,32045.55552015507,32927.9543445653,765.2750998115663,25198943.54762791
BTCUSDT,2024-06-23,32927.9543445653,33245.26077157374,31112.50504293285,31399.862807785532,939.6686036443509,29505465.23921602
BTCUSDT,2024-06-24,31399.862807785532,32177.46386796705,31076.188713816562,32098.802333943073,982.9136376359413,31550350.565813027
BTCUSDT,2024-06-25,32098.802333943073,33092.19127426704,31806.518701850597,32772.346667715734,1167.5646877822671,38263834.70498374
BTCUSDT,2024-06-26,32772.346667715734,32984.54259517543,32622.688941963486,32627.141500032754,1210.4990944268702,39495125.239527
BTCUSDT,2024-06-27,32627.141500032754,32631.084376145223,31884.38963857937,31951.708698224935,635.2327227687608,20296770.913487725
BTCUSDT,2024-06-28,31951.708698224935,32170.81723237678,30843.96399729903,30952.59285929696,693.3159155058011,21459925.255521793
BTCUSDT,2024-06-29,30952.59285929696,31301.743943588383,30188.463555906976,30893.053109772405,551.008393029002,17022331.549775306
BTCUSDT,2024-06-30,30893.053109772405,31344.455873097086,30237.149120835133,30322.83751249722,1230.195172138368,37303008.313410275
BTCUSDT,2024-07-01,30322.83751249722,30662.31255684961,29498.68584609055,29631.379226721936,1017.4822992806339,30149403.86646145
BTCUSDT,2024-07-02,29631.379226721936,30012.79679236632,29548.96140434083,29956.576987485663,1047.4357254715328,31377588.94953087
BTCUSDT,2024-07-03,29956.576987485663,30668.074555479183,29471.31878638697,30422.56196087523,325.8194333977433,9912261.900600106
BTCUSDT,2024-07-04,30422.56196087523,31400.65093344181,30112.06229037683,31032.075189456726,442.0493780363114,13717709.536675395
BTCUSDT,2024-07-05,31032.075189456726,31382.970868822475,30474.244305653356,31093.540309694126,1154.8892716304354,35909596.12067423
BTCUSDT,2024-07-06,31093.540309694126,31371.24623953484,30858.846406699606,30862.380547912653,910.2205888344231,28091574.195153102
BTCUSDT,2024-07-07,30862.380547912653,31494.675313378946,29696.07178367269,30235.832308141144,1340.8146050666285,40540645.555101074
BTCUSDT,2024-07-08,30235.832308141144,30494.35451723787,29489.14415784467,29678.97874396031,1132.7636872612159,33619269.39615573
BTCUSDT,2024-07-09,29678.97874396031,30614.039217586367,29459.350076065268,30420.754521913463,1191.071885011663,36233305.43189254
BTCUSDT,2024-07-10,30420.754521913463,31174.383306949745,30395.316359225817,30628.09715723365,833.1424123452624,25517566.751122717
BTCUSDT,2024-07-11,30628.09715723365,31143.20558539961,29328.111930355728,29844.11529330554,1407.7661800886835,42013536.184583
BTCUSDT,2024-07-12,29844.11529330554,30401.587223617476,29840.51812819022,29996.44766604644,1060.8391830693338,31821407.037030727
BTCUSDT,2024-07-13,29996.44766604644,30115.53095493919,29322.725032652434,29340.44253127878,609.2043649496607,17874325.6596097
BTCUSDT,2024-07-14,29340.44253127878,29363.835538142623,28783.52725170779,29310.39961293833,1268.263998554023,37173324.61232145
BTCUSDT,2024-07-15,29310.39961293833,29390.04626765298,29297.440788237607,29317.109020808657,939.1258045613357,27532453.596579324
BTCUSDT,2024-07-16,29317.109020808657,29361.39306444466,28468.43714056726,28682.436297750242,624.9053383230561,17923807.55857512
BTCUSDT,2024-07-17,28682.436297750242,29089.069706746683,28169.965053974975,28975.69804034584,963.1946087514618,27909236.13727141
BTCUSDT,2024-07-18,28975.69804034584,29865.750329471524,28678.454654364796,29552.720894269645,1011.6739620704379,29897718.237067588
BTCUSDT,2024-07-19,29552.720894269645,29872.983384053245,28953.134184619492,29053.253119860066,1113.7840103095489,32359048.772376157
BTCUSDT,2024-07-20,29053.253119860066,30129.084226871004,29014.836393581074,29801.27625255072,626.7382363417391,18677599.319256593
BTCUSDT,2024-07-21,29801.27625255072,29866.01392102292,29551.241542898173,29611.080575520056,826.6317675767033,24477459.87599833
BTCUSDT,2024-07-22,29611.080575520056,29910.826507572958,29425.10342140062,29760.84442816804,1093.4358502910318,32541574.232693035
BTCUSDT,2024-07-23,29760.84442816804,29833.491955614216,29440.917534026255,29521.571655397976,658.1712996725275,19430251.184808936
BTCUSDT,2024-07-24,29521.571655397976,29946.026004960204,28897.669564326847,29237.431768963637,365.0036653088407,10671769.75988887
BTCUSDT,2024-07-25,29237.431768963637,29245.942769731973,28140.017538182357,28148.720356317564,964.7167433724637,27155541.83224886
BTCUSDT,2024-07-26,28148.720356317564,29602.917213782912,28037.270037208098,28832.278155397435,1468.431460541072,42338224.3224567
BTCUSDT,2024-07-27,28832.278155397435,28941.785025329013,27969.76876968481,28181.94838116414,731.6961861767413,20620624.14952759
BTCUSDT,2024-07-28,28181.94838116414,28584.24154696082,27483.62188050974,27998.05440147825,899.2182324879557,25176360.9919989
BTCUSDT,2024-07-29,27998.05440147825,29075.154228568008,27507.05503378864,29064.813991707626,972.0104051039525,28251301.622350756
BTCUSDT,2024-07-30,29064.813991707626,29247.500325069275,28140.8860827309,29140.9974184314,1255.3856724534367,36583190.640101366
BTCUSDT,2024-07-31,29140.9974184314,29423.373062793147,28624.839433530127,28728.789541602127,853.0749451296373,24507810.56184313
BTCUSDT,2024-08-01,28728.789541602127,29259.94268512849,28648.758053408437,29250.84988651321,1004.1955665595877,29373573.774136584
BTCUSDT,2024-08-02,29250.84988651321,29572.899660417632,28684.27059667615,29447.756736726587,1199.9718005828602,35336477.67449585
BTCUSDT,2024-08-03,29447.756736726587,29872.481477582038,28852.528386422448,28869.391357008506,1025.1943009943363,29596735.49238027
BTCUSDT,2024-08-04,28869.391357008506,29109.30519630009,28086.86590294078,28468.9693395378,877.9168753682324,24993388.607521035
BTCUSDT,2024-08-05,28468.9693395378,28482.23225524684,28057.492936212744,28135.954063239875,697.6321151129366,19628545.14385846
BTCUSDT,2024-08-06,28135.954063239875,28561.504840780206,27603.636934506845,28543.52174607405,412.4225678808907,11771992.534879904
BTCUSDT,2024-08-07,28543.52174607405,28606.593600478114,28506.976556600704,28536.489025961568,991.6052630409346,28296932.706853364
